編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPTNMLQKIIKGFIB48DA,坡道平面,0,31.89,地下一樓
RPRNMLQLJIKGFJB58DA,坡道平面,0,24.55,地下三樓
RPWPMLRLIIKGFAB38DA,升降平面,0,,地下二樓
RPTOMLKKJIKGFAB27DA,坡道機械,0,10.94,地下二樓
RPXRMLPLJIKGFBB68DA,坡道平面,0,30.30,地下四樓
RPQNMLRJJIKGFBB57DA,坡道平面,0,32.46,地下三樓
RPWNMLSLIIKGFCB48DA,坡道平面,0,30.98,地下三樓
RPRQMLPJJIKGFFB18DA,坡道平面,0,28.76,地下三樓
RPRNMLNKJIKGFAB27DA,坡道平面,0,40.21,地下二樓
RPRNMLNKJIKGFAB27DA,坡道平面,0,40.21,地下二樓
RPPOMLSKJIKGFDB97DA,坡道平面,0,,地下一樓
RPVNMLOJKIKGFGB38DA,坡道機械,0,,地下一樓
RPVNMLOJKIKGFGB38DA,坡道機械,0,,地下一樓
RPSNMLNJKIKGFCB57DA,坡道平面,0,29.41,地下二樓
RPXNMLNJKIKGFCB08DA,坡道平面,0,23.35,地下二樓
RPTNMLRKJIKGFJB78DA,坡道平面,0,25.64,地下一樓
RPPOMLLLIIKGFAB96DA,坡道機械,0,15.99,地下三樓
RPQPMLQLJIKGFFB28DA,坡道平面,1300000,33.07,地下二樓
RPSNMLKLJIKGFJB08DA,坡道平面,0,,地下一樓
RPXOMLMLIIKGFAB87DA,坡道平面,0,,地下一樓
RPWOMLKLIIKGFBB67DA,坡道平面,0,27.60,地下三樓
RPWPMLLLJIKGFBB97DA,坡道機械,0,14.44,地下三樓
RPXNMLNJJIKGFCB97DA,坡道平面,0,33.42,地下三樓
RPOPMLKLJIKGFBB07DA,坡道平面,0,24.06,地下二樓
RPOOMLKMIIKGFCB07DA,坡道機械,0,7.32,地下二樓
RPOOMLKMIIKGFCB07DA,坡道機械,0,7.32,地下二樓
RPOOMLKMIIKGFCB07DA,坡道機械,0,7.32,地下二樓
RPVNMLRLJIKGFCB38DA,坡道平面,0,24.36,地下二樓
RPVNMLRLJIKGFCB38DA,坡道平面,0,26.47,地下二樓
RPXOMLNJKIKGFAB97DA,坡道機械,0,22.40,地下二樓
RPVOMLSKJIKGFCB48DA,坡道平面,0,26.92,地下二樓
RPSNMLPJKIKGFKB58DA,一樓平面,1400000,,一樓
RPPNMLPJKIKGFCB57EA,坡道平面,2000000,34.87,地下二樓
RPPNMLPJKIKGFCB57EA,坡道平面,2000000,37.89,地下二樓
RPQNMLRKIIKGFFB97DA,坡道平面,1400000,33.07,地下一樓
RPQNMLRKIIKGFFB97DA,坡道平面,1400000,33.07,地下一樓
RPRPMLOJRHKGFBB28DA,升降機械,0,,地下一樓
RPQTMLTJRHKGFIB17DA,坡道平面,0,29.60,地下一樓
RPXPMLTJRHKGFIB47DA,坡道平面,1200000,29.72,地下一樓
RPUNMLTJRHKGFFB66DA,坡道平面,0,40.36,地下一樓
RPQOMLOJRHKGFCB18DA,坡道機械,800000,5.37,地下一樓
RPROMLMKRHKGFCB18DA,坡道機械,0,11.57,地下二樓
RPQNMLTJRHKGFCB58DA,坡道平面,2500000,32.86,地下一樓
RPUOMLSJRHKGFAB78DA,坡道平面,2500000,33.18,地下二樓
RPWOMLQKRHKGFCB09DA,坡道平面,0,,地下一樓
RPWOMLQKRHKGFCB09DA,坡道平面,0,,地下一樓
RPWOMLQKRHKGFCB09DA,坡道平面,0,,地下一樓
RPXOMLTKRHKGFBB76DA,坡道平面,0,31.30,地下二樓
RPVOMLMKRHKGFAB38DA,坡道平面,0,13.65,地下三樓
RPQPMLLKRHKGFIB68DA,坡道平面,0,,地下二樓
RPQPMLLKRHKGFIB68DA,坡道平面,0,,地下二樓
RPXPMLNJRHKGFBB78DA,坡道平面,1800000,26.20,地下一樓
RPVOMLNJRHKGFCB58DA,坡道平面,0,33.18,地下一樓
RPORMLTKRHKGFBB78DA,坡道平面,0,29.11,地下一樓
RPOPMLMLRHKGFAB87DA,坡道平面,0,,地下一樓
RPSNMLMLRHKGFBB18DA,坡道平面,0,24.59,地下三樓
RPQPMLMLRHKGFBB18DA,坡道平面,1450000,28.36,地下二樓
RPWOMLNLRHKGFBB78DA,坡道平面,1850000,39.67,地下二樓
RPWOMLNLRHKGFBB78DA,坡道平面,1850000,39.67,地下二樓
RPSOMLNLRHKGFCB48DA,坡道平面,0,20.27,地下二樓
RPSOMLNLRHKGFCB48DA,坡道平面,0,20.27,地下三樓
RPSOMLNLRHKGFCB48DA,坡道機械,0,10.69,地下四樓
RPSOMLNLRHKGFCB48DA,坡道機械,0,10.69,地下四樓
RPWNMLNLRHKGFBB68DA,一樓平面,1850000,39.67,一樓
RPROMLPKRHKGFIB09DA,坡道機械,0,,地下一樓
RPQOMLNLRHKGFCB28DA,坡道機械,0,13.02,地下五樓含以下
RPQOMLNLRHKGFIB88DA,坡道機械,600000,,地下一樓
RPUQMLRKRHKGFIB17DA,坡道平面,0,31.91,地下二樓
RPXNMLLKRHKGFCB58DA,升降機械,0,,地下一樓
RPRNMLSKRHKGFBB58DA,坡道平面,0,33.07,地下三樓
RPSNMLTJRHKGFJB86DA,坡道平面,0,,地下一樓
RPROMLKKRHKGFAB77DA,升降機械,0,,地下二樓
RPXNMLPLRHKGFBB98DA,坡道平面,2400000,48.01,地下一樓
RPQOMLQKRHKGFAB28DA,坡道平面,0,30.03,地下二樓
RPQOMLQKRHKGFAB28DA,坡道平面,0,30.03,地下二樓
RPUNMLMLRHKGFIB09DA,坡道平面,0,26.89,地下三樓
RPROMLPJRHKGFCB38DA,坡道平面,0,,地下一樓
RPROMLPJRHKGFCB38DA,坡道平面,0,,地下一樓
RPROMLRKRHKGFAB48DA,坡道平面,0,33.68,地下五樓含以下
RPRNMLMLRHKGFEB38DA,坡道平面,0,35.56,地下一樓
RPRNMLSKRHKGFIB66DA,坡道平面,0,,地下一樓
RPVOMLSJRHKGFBB98DA,坡道平面,0,31.88,地下一樓
RPQQMLMLRHKGFCB38DA,坡道平面,0,29.00,地下二樓
RPTOMLSJRHKGFBB78DA,坡道機械,0,21.34,地下三樓
RPQNMLSKRHKGFBB48DA,坡道平面,0,23.19,地下二樓
RPQNMLSKRHKGFBB48DA,坡道平面,0,23.19,地下二樓
RPRNMLRKRHKGFJB66DA,坡道平面,0,27.44,地下一樓
RPVNMLKMRHKGFCB48DA,升降機械,0,,地下一樓
RPVRMLLJIIKGFBB77DA,坡道平面,0,31.09,地下四樓
RPPNMLMJIIKGFCB96DA,坡道平面,900000,,地下二樓
RPOOMLTJRHKGFBB38DA,坡道平面,0,,地下二樓
RPTOMLLJIIKGFBB27DA,坡道平面,0,,地下三樓
RPQOMLKKRHKGFBB77DA,坡道平面,1500000,28.74,地下三樓
RPTNMLSKRHKGFFB56DA,坡道機械,0,16.54,地下二樓
RPROMLMJIIKGFBB17DA,升降機械,0,,地下四樓
RPPOMLNJIIKGFBB07DA,坡道平面,0,34.26,地下一樓
RPWNMLKMRHKGFIB56DA,坡道平面,0,33.78,地下一樓
RPSPMLPLRHKGFFB09DA,坡道平面,0,29.59,地下三樓
RPRNMLNJIIKGFJB97DA,坡道平面,0,25.64,地下三樓
RPRNMLNJIIKGFJB97DA,坡道平面,0,25.64,地下三樓
RPTOMLRJIIKGFJB68DA,坡道平面,0,,地下一樓
RPTNMLTKRHKGFKB17DA,坡道機械,0,,地下一樓
RPUOMLRKRHKGFCB98DA,坡道平面,0,29.99,地下一樓
RPVNMLOLRHKGFCB78DA,坡道平面,0,,地下一樓
RPQOMLNJIIKGFBB17DA,升降機械,0,8.94,地下二樓
RPRNMLNJIIKGFFB57DA,坡道平面,0,33.63,地下一樓
RPXPMLRJIIKGFFB78DA,坡道平面,0,29.82,地下一樓
RPVQMLSJIIKGFCB48DA,升降機械,0,5.65,地下三樓
RPPNMLRJIIKGFHB97DA,坡道平面,0,,地下一樓
RPRNMLRJIIKGFKB48DA,坡道平面,0,,地下一樓
RPXNMLRKRHKGFCB56DA,坡道平面,0,,地下一樓
RPTOMLPKRHKGFAB48DA,坡道平面,0,,地下二樓
RPPNMLKMRHKGFDB97DA,坡道平面,0,35.38,地下一樓
RPSOMLMLRHKGFIB98DA,坡道平面,0,,地下一樓
RPXOMLSKRHKGFCB76DA,坡道平面,0,,地下一樓
RPXOMLSKRHKGFFB07DA,坡道平面,0,26.13,地下四樓
RPSNMLRKRHKGFKB86DA,坡道平面,0,32.75,地下二樓
RPQQMLMLRHKGFAB18DA,坡道機械,500000,,地下二樓
RPUNMLTKRHKGFAB88DA,坡道平面,0,32.57,地下一樓
RPPNMLSJIIKGFCB67EA,坡道平面,0,40.37,地下一樓
RPPNMLSJIIKGFCB67EA,坡道平面,0,40.37,地下一樓
RPWNMLPLRHKGFBB88DA,坡道機械,0,,地下一樓
RPQNMLTJIIKGFCB87EA,坡道平面,2000000,23.35,地下三樓
RPQNMLTJIIKGFCB87EA,坡道平面,2200000,23.35,地下四樓
RPWNMLMJIIKGFBB57DA,坡道平面,0,36.37,地下一樓
RPRWMLMLRHKGFBB98DA,坡道平面,0,26.48,地下二樓
RPRWMLMLRHKGFBB98DA,坡道平面,0,23.19,地下二樓
RPQNMLOKIIKGFCB37DA,坡道機械,0,,地下三樓
RPSPMLSKRHKGFCB98DA,坡道平面,0,,地下三樓
RPOPMLTJIIKGFCB77DA,坡道平面,1000000,41.30,地下一樓
RPTWMLTJIIKGFFB66DA,坡道平面,0,34.18,地下二樓
RPPNMLMKIIKGFHB57DA,坡道平面,0,34.07,地下二樓
RPTNMLPKRHKGFIB56DA,坡道平面,0,19.25,地下一樓
RPPNMLMKIIKGFEB27DA,一樓平面,1200000,33.03,一樓
RPUNMLKMRHKGFIB98DA,坡道機械,0,14.44,地下四樓
RPRQMLRJIIKGFFB28DA,坡道平面,1050000,24.63,地下四樓
RPVNMLNLRHKGFJB76DA,坡道平面,0,30.02,地下二樓
RPPOMLKMRHKGFBB87DA,坡道平面,2500000,28.08,地下二樓
RPQNMLNKIIKGFHB77DA,坡道平面,0,14.70,地下一樓
RPXOMLTKRHKGFCB86DA,坡道平面,0,24.82,地下二樓
RPXOMLTKRHKGFCB86DA,坡道機械,0,9.67,地下三樓
RPUPMLNKIIKGFCB87DA,坡道平面,0,20.14,地下一樓
RPQOMLLKRHKGFCB97DA,坡道平面,0,23.50,地下一樓
RPQNMLPLRHKGFEB58DA,坡道機械,0,,地下一樓
RPONNLTJIIKGFFB97DA,坡道機械,0,22.03,地下四樓
RPSNMLOKIIKGFIB18DA,坡道平面,0,36.04,地下三樓
RPQNMLOKIIKGFKB18DA,坡道機械,0,,地下一樓
RPPNMLSJIIKGFAB47EA,坡道平面,0,,地下一樓
RPWNMLTKRHKGFCB66DA,坡道平面,0,26.93,地下二樓
RPXOMLQKRHKGFBB09DA,坡道平面,0,27.23,地下二樓
RPPRMLOKIIKGFBB57DA,坡道平面,0,31.79,地下四樓
RPPNMLTJIIKGFCB67DA,一樓平面,0,,一樓
RPPNMLTJIIKGFCB67DA,一樓平面,0,,一樓
RPOOMLNKIIKGFCB17DA,坡道平面,0,24.79,地下二樓
RPUNMLOKIIKGFCB77DA,坡道機械,0,19.33,地下二樓
RPUNMLOKIIKGFCB77DA,坡道平面,0,33.83,地下二樓
RPXNMLSJIIKGFAB18DA,坡道平面,0,34.71,地下三樓
RPOPMLPKIIKGFCB47DA,坡道平面,0,31.86,地下一樓
RPSNMLOLRHKGFHB98DA,升降平面,0,,地下一樓
RPXNMLOKIIKGFFB38DA,坡道平面,1050000,24.94,地下四樓
RPXNMLSJIIKGFFB68DA,坡道平面,0,26.13,地下四樓
RPQOMLOKIIKGFIB08DA,坡道平面,1750000,24.66,地下一樓
RPXNMLOKIIKGFCB08DA,坡道平面,3300000,23.27,地下一樓
RPTNMLPLRHKGFEB88DA,一樓平面,0,,一樓
RPPNMLQKIIKGFAB27DA,坡道平面,0,29.30,地下二樓
RPSUMLQKIIKGFFB78DA,坡道平面,1450000,25.22,地下二樓
RPROMLPKRHKGFFB78DA,坡道平面,0,26.15,地下四樓
RPWNMLQKIIKGFIB78DA,坡道平面,0,30.49,地下三樓
RPTNMLQLRHKGFKB96DA,坡道平面,0,32.75,地下二樓
RPPNMLRKIIKGFHB18EA,升降機械,300000,,地下一樓
RPPNMLPKIIKGFHB97EA,坡道機械,0,,地下一樓
RPPOMLTKRHKGFIB66DA,坡道平面,0,29.60,地下二樓
RPRNMLOLRHKGFCB38DA,坡道平面,0,,地下一樓
RPRNMLRKIIKGFFB08DA,坡道平面,0,24.97,地下四樓
RPTPMLLKRHKGFBB28DA,升降機械,0,,地下一樓
RPVPMLQKIIKGFAB08DA,坡道機械,0,17.01,地下三樓
RPVNMLTJIIKGFCB28DA,坡道機械,0,,地下一樓
RPVNMLTJIIKGFCB28DA,坡道機械,0,,地下一樓
RPRNMLRKIIKGFCB77DA,坡道機械,0,11.57,地下三樓
RPVOMLMJIIKGFCB67DA,坡道機械,0,,地下一樓
RPQNMLLLIIKGFBB07DA,坡道機械,0,,地下一樓
RPQOMLKLIIKGFCB17DA,坡道平面,0,23.29,地下二樓
RPPUMLQKIIKGFFB48DA,坡道平面,0,,地下一樓
RPRNMLKKRHKGFHB38DA,坡道機械,0,36.33,地下四樓
RPPOMLTJRHKGFIB56DA,坡道平面,0,31.54,地下一樓
RPPOMLTJRHKGFIB56DA,坡道平面,0,31.54,地下一樓
RPPNMLRKIIKGFHB08DA,坡道機械,0,15.01,地下二樓
RPTOMLSKRHKGFIB96DA,坡道平面,0,29.53,地下一樓
RPTOMLSKRHKGFIB96DA,坡道平面,0,29.53,地下一樓
RPUNMLNJIIKGFAB37DA,坡道平面,0,28.00,地下二樓
RPUNMLNJIIKGFAB37DA,坡道平面,0,28.00,地下二樓
RPVRMLOKIIKGFBB18DA,坡道平面,0,28.74,地下二樓
RPPPMLTJIIKGFCB87DA,坡道平面,0,,地下二樓
RPPPMLTJIIKGFCB87DA,坡道平面,0,,地下二樓
RPSOMLKLIIKGFCB37DA,坡道平面,900000,25.76,地下二樓
RPSOMLKLIIKGFCB37DA,坡道平面,900000,25.76,地下三樓
RPVPMLKLIIKGFCB77DA,一樓平面,0,,一樓
RPPNMLKLIIKGFCB96DA,坡道平面,1500000,40.26,地下二樓
RPUNMLRKIIKGFIB68DA,坡道平面,0,30.49,地下三樓
RPUVMLQKIIKGFFB09DA,坡道平面,0,32.71,地下四樓
RPQNMLLLIIKGFHB67DA,坡道機械,0,6.04,地下一樓
RPWNMLKLIIKGFBB57DA,坡道平面,2000000,30.08,地下三樓
RPWNMLKLIIKGFBB57DA,坡道平面,2000000,30.08,地下三樓
RPQRMLPKIIKGFBB77DA,坡道平面,0,31.09,地下一樓
RPTOMLOKIIKGFAB57DA,坡道平面,0,30.53,地下二樓
RPWNMLMLIIKGFCB87DA,坡道平面,2680000,25.69,地下一樓
RPRNMLOJIIKGFIB97DA,坡道平面,0,,地下一樓
RPUNMLLKRHKGFIB88DA,坡道平面,0,28.97,地下二樓
RPRNMLQLRHKGFJB66DA,坡道平面,0,29.66,地下三樓
RPQNMLPLRHKGFBB28DA,坡道機械,0,15.94,地下三樓
RPSQMLPKIIKGFBB87DA,坡道平面,0,25.55,地下一樓
RPTQMLSJIIKGFCB28DA,坡道機械,0,,地下二樓
RPVPMLTKRHKGFBB66DA,坡道平面,0,29.78,地下四樓
RPVPMLTKRHKGFBB66DA,坡道平面,0,29.78,地下四樓
RPTNMLMJIIKGFCB37DA,坡道機械,0,13.02,地下五樓含以下
RPOQMLKMRHKGFCB08DA,坡道平面,0,,地下二樓
RPSNMLRKIIKGFFB18DA,坡道機械,0,10.92,地下二樓
RPXNMLQLRHKGFCB56DA,坡道平面,0,29.11,地下四樓
RPSQMLRKRHKGFIB96DA,坡道平面,0,27.05,地下二樓
RPSVMLQKIIKGFFB88DA,坡道平面,0,29.82,地下三樓
RPTOMLKMRHKGFFB68DA,坡道平面,0,31.52,地下一樓
RPPOMLRJIIKGFJB28DA,坡道平面,0,32.62,地下一樓
RPRNMLRKIIKGFAB57DA,坡道平面,0,38.71,地下一樓
RPRNMLRKIIKGFAB57DA,坡道平面,0,38.71,地下二樓
RPURMLOKIIKGFBB08DA,坡道平面,0,25.43,地下二樓
RPXPMLSJIIKGFBB48DA,坡道平面,0,,地下三樓
RPVNMLQKIIKGFCB08DA,坡道平面,0,35.54,地下三樓
RPRNMLMJIIKGFCB17DA,坡道平面,0,27.87,地下四樓
RPROMLNLIIKGFJB28DA,坡道機械,0,,地下一樓
RPPNMLMLIIKGFHB67DA,坡道平面,0,,地下一樓
RPUQMLKMRHKGFBB58DA,坡道平面,0,39.64,地下四樓
RPUNMLRJIIKGFJB68DA,坡道平面,0,27.88,地下一樓
RPUOMLSJIIKGFBB08DA,坡道平面,0,34.73,地下二樓
RPUNMLRLIIKGFBB08DA,坡道平面,0,23.97,地下三樓
RPOQMLRLIIKGFBB77DA,坡道平面,0,,地下一樓
RPOQMLRLIIKGFBB77DA,坡道平面,0,,地下一樓
RPVNMLMLIIKGFFB08DA,坡道平面,0,26.13,地下一樓
RPTPMLSKRHKGFCB09DA,坡道機械,0,,地下一樓
RPWOMLNKIIKGFBB87DA,坡道平面,0,39.64,地下三樓
RPQNMLLJIIKGFCB96DA,坡道機械,0,,地下二樓
RPRNMLTJIIKGFCB87DA,坡道平面,0,34.01,地下一樓
RPVOMLNLRHKGFCB78DA,坡道平面,1400000,30.89,地下二樓
RPROMLPKIIKGFIB28DA,坡道平面,0,30.49,地下二樓
RPROMLRJIIKGFJB48DA,坡道平面,0,29.63,地下三樓
RPPNMLMLIIKGFKB97DA,坡道平面,0,26.45,地下一樓
RPSOMLRLIIKGFIB68DA,坡道機械,0,,地下二樓
RPUOMLRLIIKGFIB88DA,坡道平面,0,30.99,地下一樓
RPQRMLQKIIKGFBB87DA,坡道平面,0,24.92,地下二樓
RPPNMLRJRHKGFBB18DA,坡道機械,0,16.38,地下三樓
RPUQMLOKIIKGFBB97DA,坡道平面,0,29.43,地下三樓
RPQNMLKLRHKGFBB77DA,坡道機械,600000,16.59,地下二樓
RPRRMLQKIIKGFBB97DA,坡道平面,0,32.97,地下四樓
RPSOMLLJIIKGFAB07DA,坡道機械,0,20.78,地下五樓含以下
RPXPMLNLIIKGFBB18DA,坡道平面,2300000,36.42,地下一樓
RPXPMLNLIIKGFBB18DA,坡道平面,2200000,36.42,地下一樓
RPXPMLNLIIKGFBB18DA,坡道平面,2100000,36.42,地下二樓
RPPPMLSLIIKGFKB78DA,升降機械,0,,地下一樓
RPTQMLTLIIKGFCB58DA,坡道平面,0,38.72,地下一樓
RPUNMLSJIIKGFDB18DA,坡道機械,0,14.95,地下一樓
RPQNMLSLIIKGFHB38DA,坡道平面,0,28.17,地下三樓
RPRNMLPKRHKGFDB48DA,坡道機械,0,,地下一樓
RPQNMLSLIIKGFHB38DA,坡道平面,0,28.17,地下三樓
RPUNMLMJIIKGFIB08DA,坡道機械,0,13.78,地下三樓
RPPONLMLIIKGFFB67DA,坡道平面,0,27.50,地下二樓
RPTOMLTJIIKGFAB97DA,坡道機械,0,16.57,地下三樓
RPQOMLSLIIKGFFB28DA,坡道平面,1350000,26.13,地下二樓
RPTOMLSLIIKGFFB58DA,坡道平面,1300000,26.13,地下三樓
RPRPMLRJIIKGFBB77DA,坡道平面,0,24.92,地下二樓
RPTNMLNLIIKGFBB57DA,坡道平面,0,31.88,地下三樓
RPWNMLNLRHKGFCB78DA,坡道平面,0,29.10,地下四樓
RPRQMLMLIIKGFCB67DA,坡道平面,0,31.82,地下四樓
RPTNMLSLIIKGFAB97DA,坡道機械,0,12.48,地下三樓
RPPNMLMJIIKGFGB37DA,坡道平面,1400000,32.23,地下二樓
RPSNMLTLIIKGFDB38EA,坡道平面,1310000,21.48,地下一樓
RPXNMLRJIIKGFAB08DA,坡道平面,0,,地下一樓
RPRNMLKMIIKGFAB07DA,坡道平面,0,24.04,地下一樓
RPVPMLSJIIKGFCB38DA,坡道平面,0,36.09,地下二樓
RPUQMLMLIIKGFBB87DA,坡道平面,0,30.02,地下二樓
RPQOMLTJIIKGFBB77DA,坡道平面,0,33.04,地下三樓
RPQOMLTJIIKGFBB77DA,坡道平面,0,33.04,地下三樓
RPRPMLLLIIKGFCB47DA,坡道機械,0,,地下一樓
RPUNMLRKRHKGFCB88DA,坡道平面,0,,地下三樓
RPQOMLKMIIKGFIB87DA,坡道平面,0,30.49,地下二樓
RPUNMLQKRHKGFJB86DA,其他,0,,一樓
RPTNMLNJIIKGFJB18DA,坡道平面,0,36.41,地下四樓
RPPNMLLMIIKGFAB07EA,坡道平面,1600000,30.29,地下一樓
RPRPMLRLIIKGFFB38DA,坡道平面,0,24.74,地下三樓
RPQNMLLMIIKGFCB37EA,坡道平面,2000000,,地下二樓
RPWOMLSJRHKGFAB98DA,坡道平面,2000000,24.85,地下二樓
RPWOMLTJRHKGFCB66DA,坡道平面,1700000,17.24,地下三樓
RPWOMLTJRHKGFCB66DA,坡道平面,1700000,14.78,地下三樓
RPTPMLSJRHKGFCB98DA,坡道機械,900000,,地下二樓
RPSNMLNJIIKGFFB67DA,坡道平面,0,21.19,地下一樓
RPTNMLSKRHKGFHB76DA,坡道平面,0,32.62,地下二樓
RPTOMLOJJIKGFAB57DA,坡道平面,0,6.66,地下二樓
RPTOMLOJJIKGFAB57DA,坡道平面,0,6.66,地下二樓
RPWRMLLJIIKGFBB87DA,坡道機械,0,13.62,地下四樓
RPRNMLLJIIKGFCB07DA,坡道平面,0,12.95,地下二樓
RPXNMLQJRHKGFCB98DA,坡道平面,2000000,,地下一樓
RPTNMLOJJIKGFCB67DA,坡道平面,0,14.64,地下一樓
RPWOMLNJIIKGFCB87DA,坡道機械,0,9.66,地下三樓
RPPNMLSLIIKGFDB87DA,一樓平面,0,,一樓
RPPNMLOJJIKGFHB77DA,坡道機械,0,7.17,地下一樓
RPPNMLRJIIKGFIB08DA,坡道機械,0,,地下二樓
RPPNMLNKIIKGFIB77DA,坡道平面,0,32.25,地下一樓
RPPOMLQKIIKGFIB18DA,坡道平面,0,15.39,地下一樓
RPQNMLOJJIKGFJB08DA,坡道平面,1700000,27.40,地下二樓
RPRNMLRKIIKGFIB38DA,坡道機械,0,12.00,一樓
RPPNMLOJJIKGFAB17EA,坡道平面,1300000,27.63,地下一樓
RPPNMLMJJIKGFJB77DA,坡道平面,1400000,29.46,地下二樓
RPQNMLMJJIKGFJB87DA,坡道平面,1000000,24.78,地下三樓
RPTNMLNLIIKGFAB47DA,坡道平面,0,,地下二樓
RPTNMLNLIIKGFAB47DA,坡道平面,0,,地下二樓
RPQNMLNJIIKGFBB07DA,坡道機械,0,,地下一樓
RPPOMLKMIIKGFBB07DA,坡道平面,0,28.74,地下四樓
RPUNMLLMIIKGFAB47DA,坡道平面,0,36.38,地下三樓
RPUNMLLMIIKGFAB47DA,坡道平面,0,36.38,地下三樓
RPUNMLLMIIKGFAB47DA,坡道平面,0,36.38,地下三樓
RPSNMLKMRHKGFCB18DA,坡道平面,0,28.35,地下四樓
RPQTNLPJJIKGFBB08DA,坡道機械,0,15.25,地下二樓
RPVOMLLJIIKGFCB57DA,坡道平面,0,31.77,地下二樓
RPPQMLOJJIKGFCB57DA,坡道平面,0,34.63,地下二樓
RPQNMLLKRHKGFJB58DA,坡道平面,0,45.67,地下四樓
RPOOMLRJIIKGFJB18DA,坡道平面,0,24.55,地下一樓
RPQNMLTLIIKGFJB68DA,坡道機械,0,22.19,地下三樓
RPQNMLTLIIKGFJB68DA,坡道機械,0,22.19,地下三樓
RPUNMLOJJIKGFJB48DA,坡道平面,1580000,27.49,地下二樓
RPPNMLKKRHKGFBB57DA,坡道平面,1600000,27.60,地下一樓
RPQNMLLMIIKGFCB27DA,坡道機械,0,12.15,地下三樓
RPQNMLOJJIKGFEB57DA,坡道平面,0,41.91,地下二樓
RPQPOLPJJIKGFBB77DA,坡道平面,0,,地下一樓
RPRNMLOJRHKGFJB88DA,坡道平面,0,24.46,地下二樓
RPPNMLPJJIKGFHB87DA,坡道平面,0,,地下二樓
RPTOMLNKIIKGFAB47DA,坡道平面,0,27.16,地下二樓
RPTNMLRJJIKGFAB77DA,坡道機械,0,,地下二樓
RPUNMLPKRHKGFAB48DA,坡道平面,0,14.99,地下二樓
RPPNMLOKRHKGFBB97DA,坡道平面,1800000,36.20,地下二樓
RPSNMLQLRHKGFBB58DA,坡道平面,0,35.75,地下二樓
RPSNMLRJRHKGFCB58DA,坡道平面,1600000,16.63,地下四樓
RPPOMLOJJIKGFBB27DA,坡道機械,0,,地下三樓
RPSOMLNJJIKGFCB57DA,坡道平面,0,32.53,地下五樓含以下
RPWOMLPJJIKGFCB18DA,坡道平面,2000000,27.80,地下三樓
RPWOMLPJJIKGFCB18DA,坡道平面,2000000,27.80,地下三樓
RPWOMLPJJIKGFCB18DA,坡道平面,2000000,27.80,地下三樓
RPVNMLLLIIKGFFB97DA,坡道平面,0,31.19,地下二樓
RPRPMLMLRHKGFBB28DA,坡道平面,0,32.48,地下五樓含以下
RPRTMLSJIIKGFIB98DA,坡道平面,0,31.60,地下二樓
RPWNMLQKRHKGFJB07DA,坡道平面,0,,地下一樓
RPSNMLTKRHKGFJB96DA,坡道平面,1500000,32.24,地下三樓
RPVNMLRLIIKGFKB09DA,坡道機械,0,,地下一樓
RPQNMLSKRHKGFAB38DA,坡道平面,0,,地下一樓
RPXNMLKMRHKGFAB48DA,坡道平面,0,28.47,地下一樓
RPTNMLOKRHKGFAB28DA,坡道平面,1300000,35.75,地下三樓
RPOOMLLLIIKGFCB07DA,坡道平面,0,22.28,地下二樓
RPWOMLLJIIKGFCB67DA,坡道機械,1000000,,地下二樓
RPXOMLKLIIKGFCB87DA,坡道平面,0,29.08,地下三樓
RPXOMLKLIIKGFCB87DA,坡道平面,0,29.08,地下三樓
RPOOMLSKRHKGFIB09DA,坡道平面,0,17.58,地下一樓
RPSNMLKKJIKGFFB57DA,坡道平面,0,26.13,地下三樓
RPRNMLNLIIKGFIB08DA,坡道平面,0,30.05,地下二樓
RPRNMLKKJIKGFJB87DA,坡道平面,1900000,33.34,地下一樓
RPSOMLQLRHKGFBB68DA,坡道平面,1230000,16.93,地下三樓
RPPNMLLKJIKGFAB86DA,升降機械,0,,地下一樓
RPPNMLLMIIKGFBB07DA,坡道機械,0,,地下一樓
RPQNMLQJJIKGFBB47DA,坡道平面,0,31.00,地下二樓
RPQUMLQKIIKGFFB58DA,坡道平面,0,,地下一樓
RPRNMLRKIIKGFDB87DA,坡道平面,0,36.44,地下一樓
RPQNMLPJJIKGFJB18DA,坡道平面,0,30.03,地下一樓
RPQRMLKKJIKGFCB47DA,坡道平面,0,,地下一樓
RPQRMLKKJIKGFCB47DA,坡道平面,0,,地下一樓
RPVNMLTKRHKGFAB98DA,坡道機械,0,20.45,地下二樓
RPPOMLTJIIKGFAB57DA,坡道機械,0,,地下三樓
RPOOMLKLIIKGFAB76DA,坡道機械,0,,地下二樓
RPRNMLRLIIKGFAB67DA,坡道平面,0,27.63,地下三樓
RPQNMLSLIIKGFAB67DA,坡道平面,0,,地下二樓
RPSTMLLLIIKGFBB87DA,坡道平面,0,43.42,一樓
RPVQMLKKJIKGFBB77DA,坡道機械,0,,地下一樓
RPQNMLNLIIKGFBB27DA,坡道平面,0,32.63,地下一樓
RPUQMLKKJIKGFBB67DA,坡道平面,0,27.60,地下三樓
RPTQMLOJJIKGFFB28DA,坡道平面,1550000,24.78,地下三樓
RPWOMLTLIIKGFBB58DA,坡道機械,0,11.56,地下二樓
RPUQMLOJJIKGFFB38DA,坡道平面,1750000,24.78,地下一樓
RPVONLPJJIKGFFB48DA,坡道平面,0,29.01,地下三樓
